level,unit,word,translation
1,16,buy tickets,购买门票：指购买入场券或门票以获得进入某个场所或参加某个活动的权利。
1,16,give money,付出金钱
1,16,clap,鼓掌
1,16,take,场景
1,16,pictures,<非正>（过时）电影院
1,16,parade,检阅
1,16,concert,音乐会
1,16,ballet,芭蕾舞剧
1,16,play,玩
1,16,puppet show,木偶剧
1,16,circus,马戏团
1,16,Present Continuous Questions,提出连续问题
2,16,stubborn,顽固的
2,16,angry,愤怒的
2,16,goat,山羊
2,16,mountain,山
2,16,west,西方
2,16,east,东（方）
2,16,forward,前锋
2,16,horns,喇叭
2,16,wet,湿的
2,16,basketball,篮球（运动）
2,16,soccer,英式足球
2,16,tennis,网球
2,16,baseball,棒球
2,16,hockey,曲棍球
2,16,golf,高尔夫球
2,16,Superlative Adjectives,最高级形容词：在英语中
3,16,gardener,园丁
3,16,sweet potato,甘薯
3,16,beans,豆( bean的名词复数 )
3,16,vines,藤本植物
3,16,garden,花园
3,16,haze,烟雾
3,16,teenagers,青少年（13至19岁
3,16,community,社区
3,16,crowd,人群
3,16,shopping cart,购物车
3,16,water,水
3,16,curious,好奇的
3,16,bloom,花
3,16,empty,空的
1,17,living,生活方式
1,17,nonliving,无生命的
1,17,breathe,呼吸
1,17,move,行动
1,17,change,变化
1,17,air,大气
1,17,people,人
1,17,plant,植物
1,17,bench,长凳
1,17,bush,灌木丛
1,17,statue,雕像
1,17,grass,草
1,17,rose,玫瑰
1,17,fountain,人造喷泉
1,17,Can and Can't,can and can 't
2,17,crescent,新月形
2,17,start,开始
2,17,spiral,螺旋（线）
2,17,oval,椭圆形
2,17,straight,直线
2,17,nature,大自然
2,17,collage,拼贴画
2,17,sculpture,雕刻作品
2,17,pattern,模式
2,17,photograph,照片
2,17,origami,<日>折纸手工
2,17,drawing,素描（画）
2,17,mobile,活动的
2,17,oil painting,油画
2,17,mosaic,马赛克
3,17,island,岛
3,17,windy,多风的
3,17,waterfall,瀑布
3,17,clouds,云( cloud的名词复数 )
3,17,hail,赞扬
3,17,coast,海滨
3,17,fog,雾
3,17,lightning,闪电
3,17,river,河
3,17,healthy,健康的
3,17,strait,海峡
3,17,journey,旅行
3,17,sail,帆
1,18,run away,逃跑
1,18,chase,追逐
1,18,catch,接
1,18,stop,停留
1,18,cross,麻烦
1,18,bake,烤菜
1,18,smell,臭味
1,18,open,户外
1,18,go to bed,去睡觉
1,18,play outside,在户外玩耍：指在室外进行各种娱乐活动
1,18,early,早的
1,18,late,晚期的
1,18,healthy food,健康食品：指对人体有益的食品
1,18,junk food,垃圾食品
1,18,Should and Shouldn't,应该和不应该：should表示建议或推荐
2,18,shiny,发光的
2,18,fold,折叠
2,18,edge,边线
2,18,crane,鹤
2,18,seal,印章
2,18,crumple,弄皱
2,18,waves,波( wave的名词复数 )
2,18,climb,攀登
2,18,golden,金制的
2,18,markers,标记
2,18,scissors,剪刀
2,18,glue,胶水
2,18,watercolors,水彩画
2,18,chalk,粉笔
2,18,colored pencils,彩色铅笔：一种带有蜡质彩色芯的铅笔
2,18,Quantifiers,数量词
3,18,goggles,护目镜
3,18,kelp,[植]巨藻
3,18,penguin,企鹅
3,18,squid,乌贼
3,18,otter,獭
3,18,coral,珊瑚
3,18,humpback whale,座头鲸：一种大型须鲸
3,18,dolphin,海豚
3,18,leafy sea dragon,叶海龙：一种生活在澳大利亚海域的海洋生物
3,18,octopus,章鱼
3,18,hose,水管
3,18,tethered,用绳子拴住（牲畜）( tether的过去式和过去分词 )
3,18,diver,潜水员
3,18,freezing,在冰点以上/下
4,1,moon,月亮
4,1,asteroid,[天]小行星
4,1,comet,彗星
4,1,meteorite,陨石
4,1,solar system,太阳系
4,1,stars,星( star的名词复数 )
4,1,galaxy,星系
4,1,universe,宇宙
4,1,spacecraft,[航天]宇宙飞船
4,1,telescope,望远镜
4,1,observatory,天文台
4,1,vast,广阔的
4,1,dwelled,居住
4,1,speck,污点
4,1,disk,磁盘
5,1,dodo,渡渡鸟
5,1,elephant bird,象鸟：一种已经灭绝的大型鸟类
5,1,quagga,斑驴（产于南非）
5,1,sea,海（洋）
5,1,wolf,狼
5,1,wooly mammoth,重毛皮猛犸象：一种曾经生活在北半球较冷地区的猛犸象
5,1,extinct,灭绝的
5,1,survive,活下来
5,1,exploit,剥削
5,1,endangered,濒危的
5,1,habitat,生活环境
5,1,species,物种
5,1,sanctuary,避难所
5,1,eventually,最终
5,1,existed,存在( exist的过去式和过去分词 )
5,1,mammals,哺乳类
5,1,suffered,遭受
5,1,atmosphere,大气
5,1,rare,少见的
6,1,isolated,隔离的
6,1,hazardous,冒险的
6,1,wriggle,蠕动
6,1,skeptical,怀疑性的
6,1,insist,坚持
6,1,admire,钦佩
6,1,labor,劳动
6,1,strand,股
6,1,discouraged,泄气的
6,1,sapphire,蓝宝石
6,1,suspicious,可疑的
6,1,exquisite,精致的
6,1,depart,离开
6,1,herds,兽群( herd的名词复数 )
6,1,fade,逐渐消失
6,1,unseen,看不见的
6,1,base,基础
6,1,shone,发光
6,1,gratefully,感激地
4,2,astronomer,天文学家
4,2,space probe,太空探测器：一种用于获取外太空信息并将其发送回地球的设备。
4,2,core,核心
4,2,gravity,重力
4,2,orbit,轨道
4,2,matter,事情
4,2,distance,远处
4,2,diameter,直径
4,2,surface,表面
4,2,craters,[地质]火山口
4,2,unique,独一无二的
4,2,bodies,身体
4,2,explore,在…探险
4,2,inner,里面的
4,2,outer,外面的
5,2,diverse,不同的
5,2,identify,识别
5,2,tracker,追踪者
5,2,protect,保护
5,2,naturalist,自然主义者
5,2,poaching,水煮（荷包蛋）( poach的现在分词 )
5,2,damaged,被损坏的
5,2,conservation,保护
5,2,preservation,保存
5,2,inspire,激励
5,2,population,人口
5,2,reserve,储备
5,2,jungles,丛林( jungle的名词复数 )
5,2,wildlife,野生动植物
5,2,hunter,猎人
5,2,injuries,伤害
5,2,mission,使命
5,2,national park,国家公园
6,2,varied,各种各样的
6,2,beam,光线
6,2,cable,电缆
6,2,support,支持
6,2,suspended,暂停的
6,2,obstacle,障碍（物）
6,2,span,持续时间
6,2,overcome,克服
6,2,situation,情况
6,2,problematic,成问题的
6,2,waterway,航道
6,2,link,联系
6,2,explosive,炸药
6,2,factors,因素( factor的名词复数 )
6,2,suspension,暂停
6,2,stacks,大量( stack的名词复数 )
6,2,aqueducts,沟渠( aqueduct的名词复数 )
6,2,commonly,通常
6,2,load bearing,承载
4,3,army,陆军（部队）
4,3,soldiers,士兵
4,3,uniform,校服/制服
4,3,emperor,皇帝
4,3,armor,盔甲
4,3,treasure,宝藏
4,3,archaeologist,考古学家
4,3,tomb,坟墓
4,3,jade,玉
4,3,clay,黏土
4,3,peasant,农民
4,3,battle,战役
4,3,generals,将军
4,3,vanish,突然不见
4,3,coffin,棺材
5,3,incisor,[解剖] 切牙
5,3,canine,犬的
5,3,molar,臼齿
5,3,carnivore,食肉动物
5,3,herbivore,[动] 食草动物
5,3,omnivore,杂食动物
5,3,slice,薄片
5,3,grip,紧握
5,3,crush,拥挤的人群
5,3,cavity,洞
5,3,gums,牙龈
5,3,jaw,下巴
5,3,detective,侦探
5,3,dental,牙齿的
5,3,gravity,重力
5,3,filling,给人以满足感的
5,3,treat,请客
5,3,munch,大声咀嚼
6,3,mass,一团
6,3,crust,面包皮
6,3,sphere,球（体）
6,3,comprise,包括
6,3,chamber,房间
6,3,chunk,厚块
6,3,geologist,地质学家
6,3,collide,冲突
6,3,pressure,压力
6,3,gradually,逐渐地
6,3,element,要素
6,3,erode,侵蚀
6,3,chemically,用化学
6,3,mantle,地幔
6,3,intense,强烈的
6,3,erupt,喷发
6,3,continental,大洲的
6,3,sections,部分( section的名词复数 )
6,3,enormous,巨大的
4,4,dinosaur,恐龙
4,4,skull,颅骨
4,4,ravine,沟壑
4,4,examine,仔细检查
4,4,discover,发现
4,4,excavate,发掘
4,4,layers,层
4,4,paleontologist,古生物学者
4,4,ash,灰（烬）
4,4,sedimentary rock,水成岩
4,4,pastime,消遣
4,4,favorite,最受喜爱的（等于favourite）
4,4,dream,梦
4,4,tripped,说话结结巴巴( trip的过去式和过去分词 )
4,4,determine,查明
5,4,fang,尖牙
5,4,tusk,长牙
5,4,venom,毒液
5,4,shelter,遮蔽（物）
5,4,dam,坝
5,4,prey,猎物
5,4,gnaw,咬
5,4,pierce,刺穿
5,4,fend off,挡开
5,4,wear down,磨平
5,4,lap up,将…卷叠起来
